"code"	"name"	"estimated_value"	"estimated_growth_rate"	"today_net_unit_value"	"today_daily_growth_rate"	"estimation_bias"	"yesterday_net_unit_value"	"is_buy"
"006938"	"鹏华中证500指数(LOF)C"	"1.2350"	"1.73%"	"---"	"---"	"---"	"1.2140"	"1"
"006729"	"万家中证500指数增强A"	"1.1572"	"1.73%"	"---"	"---"	"---"	"1.1375"	"1"
"006730"	"万家中证500指数增强C"	"1.1517"	"1.73%"	"---"	"---"	"---"	"1.1321"	"1"
"007386"	"浙商中证500指数增强C"	"0.9704"	"1.73%"	"---"	"---"	"---"	"0.9539"	"1"
"006048"	"长城中证500指数增强A"	"1.0617"	"1.73%"	"---"	"---"	"---"	"1.0437"	"1"
"007413"	"长城中证500指数增强C"	"1.0545"	"1.73%"	"---"	"---"	"---"	"1.0366"	"1"
"007795"	"申万菱信中证500指数增强C"	"1.2110"	"1.73%"	"---"	"---"	"---"	"1.1904"	"1"
"007794"	"申万菱信中证500指数优选增强C"	"1.1245"	"1.73%"	"---"	"---"	"---"	"1.1054"	"1"
"169301"	"财通中证500(LOF)A"	"1.0419"	"1.73%"	"---"	"---"	"---"	"1.0242"	"1"
"169302"	"财通中证500(LOF)C"	"1.0390"	"1.73%"	"---"	"---"	"---"	"1.0213"	"1"
"162216"	"泰达中证500指数增强(LOF)"	"0.9879"	"1.73%"	"---"	"---"	"---"	"0.9711"	"1"
"007029"	"易方达中证500ETF联接C"	"1.0203"	"1.73%"	"---"	"---"	"---"	"1.0030"	"1"
"000755"	"富安达新兴成长混合"	"1.3231"	"1.72%"	"---"	"---"	"---"	"1.3007"	"1"
"000729"	"建信中小盘先锋股票"	"1.3844"	"1.72%"	"---"	"---"	"---"	"1.3610"	"1"
"000549"	"华安大国新经济股票"	"2.1941"	"1.72%"	"---"	"---"	"---"	"2.1570"	"1"
"168002"	"国寿安保策略精选混合(LOF)"	"1.2670"	"1.72%"	"---"	"---"	"---"	"1.2455"	"1"
"005844"	"东方人工智能主题混合"	"1.1399"	"1.72%"	"---"	"---"	"---"	"1.1207"	"1"
"006366"	"兴业安保优选混合"	"1.4396"	"1.72%"	"---"	"---"	"---"	"1.4153"	"1"
"001113"	"南方大数据100A"	"0.6567"	"1.71%"	"---"	"---"	"---"	"0.6457"	"1"
"161903"	"万家行业优选混合(LOF)"	"1.2656"	"1.71%"	"---"	"---"	"---"	"1.2444"	"1"
"003962"	"易方达瑞程灵活配置混合C"	"1.6997"	"1.71%"	"---"	"---"	"---"	"1.6711"	"0"
"003961"	"易方达瑞程灵活配置混合A"	"1.6845"	"1.71%"	"---"	"---"	"---"	"1.6561"	"0"
"004344"	"南方大数据100C"	"0.6501"	"1.71%"	"---"	"---"	"---"	"0.6392"	"1"
"007817"	"国泰中证全指通信设备ETF联接A"	"1.0159"	"1.71%"	"---"	"---"	"---"	"0.9988"	"1"
"007818"	"国泰中证全指通信设备ETF联接C"	"1.0140"	"1.71%"	"---"	"---"	"---"	"0.9970"	"1"
"519181"	"万家和谐增长混合"	"0.8868"	"1.70%"	"---"	"---"	"---"	"0.8720"	"1"
"481010"	"工银中小盘混合"	"1.5021"	"1.70%"	"---"	"---"	"---"	"1.4770"	"1"
"002148"	"国寿安保稳惠混合"	"1.1507"	"1.70%"	"---"	"---"	"---"	"1.1314"	"1"
"519929"	"长信电子信息行业量化混合"	"0.8929"	"1.70%"	"---"	"---"	"---"	"0.8780"	"1"
"163111"	"申万菱信中小板指数(LOF)A"	"1.0123"	"1.69%"	"---"	"---"	"---"	"0.9955"	"1"
"163114"	"申万菱信中证环保产业指数分级"	"1.0807"	"1.69%"	"---"	"---"	"---"	"1.0627"	"1"
"290008"	"泰信发展主题混合"	"1.3982"	"1.69%"	"---"	"---"	"---"	"1.3750"	"1"
"001064"	"广发中证环保ETF联接A"	"0.5728"	"1.69%"	"---"	"---"	"---"	"0.5633"	"1"
"410010"	"华富中小板指数增强"	"1.1779"	"1.69%"	"---"	"---"	"---"	"1.1583"	"1"
"164304"	"新华中证环保产业指数分级"	"1.1623"	"1.69%"	"---"	"---"	"---"	"1.1430"	"1"
"162201"	"泰达宏利成长混合"	"1.3979"	"1.69%"	"---"	"---"	"---"	"1.3747"	"1"
"160634"	"鹏华环保分级"	"0.7586"	"1.69%"	"---"	"---"	"---"	"0.7460"	"1"
"000793"	"工银高端制造股票"	"0.8837"	"1.69%"	"---"	"---"	"---"	"0.8690"	"1"
"002984"	"广发中证环保ETF联接C"	"0.5678"	"1.69%"	"---"	"---"	"---"	"0.5584"	"1"
"001899"	"东海社会安全"	"0.6864"	"1.69%"	"---"	"---"	"---"	"0.6750"	"1"
"161118"	"易方达中小板指数(LOF)"	"1.0288"	"1.69%"	"---"	"---"	"---"	"1.0117"	"1"
"004209"	"大成智惠量化多策略混合"	"1.2538"	"1.69%"	"---"	"---"	"---"	"1.2330"	"1"
"004139"	"中邮军民融合灵活配置混合"	"0.9355"	"1.69%"	"---"	"---"	"---"	"0.9199"	"1"
"164819"	"工银中证环保产业指数分级"	"0.7543"	"1.69%"	"---"	"---"	"---"	"0.7418"	"1"
"006247"	"华夏中小板ETF联接C"	"1.1603"	"1.69%"	"---"	"---"	"---"	"1.1410"	"0"
"006274"	"圆信永丰医药健康"	"1.2428"	"1.69%"	"---"	"---"	"---"	"1.2221"	"1"
"006246"	"华夏中小板ETF联接A"	"1.1658"	"1.69%"	"---"	"---"	"---"	"1.1464"	"1"
"007799"	"申万菱信中小板指数C"	"1.1552"	"1.69%"	"---"	"---"	"---"	"1.1360"	"1"
"007345"	"富国科技创新灵活配置混合"	"1.1980"	"1.69%"	"---"	"---"	"---"	"1.1780"	"0"
"001972"	"前海开源沪港深智慧生活混合"	"1.4591"	"1.68%"	"---"	"---"	"---"	"1.4350"	"1"
"160211"	"国泰中小盘成长混合(LOF)"	"2.4972"	"1.68%"	"---"	"---"	"---"	"2.4560"	"1"
"168501"	"北信瑞丰产业升级"	"1.1327"	"1.68%"	"---"	"---"	"---"	"1.1140"	"1"
"004649"	"国开开航混合"	"1.0069"	"1.68%"	"---"	"---"	"---"	"0.9903"	"1"
"570006"	"诺德中小盘混合"	"1.4764"	"1.68%"	"---"	"---"	"---"	"1.4520"	"1"
"006879"	"华安智能生活混合"	"1.5622"	"1.68%"	"---"	"---"	"---"	"1.5364"	"1"
"000417"	"国联安新精选混合"	"1.0603"	"1.67%"	"---"	"---"	"---"	"1.0429"	"1"
"001409"	"工银互联网加股票"	"0.3955"	"1.67%"	"---"	"---"	"---"	"0.3890"	"1"
"000404"	"易方达新兴成长灵活配置"	"2.8203"	"1.67%"	"---"	"---"	"---"	"2.7740"	"1"
"006110"	"富荣价值精选混合C"	"0.9221"	"1.67%"	"---"	"---"	"---"	"0.9070"	"1"
"006109"	"富荣价值精选混合A"	"1.8842"	"1.67%"	"---"	"---"	"---"	"1.8533"	"1"
"270028"	"广发制造业精选混合"	"2.8800"	"1.66%"	"---"	"---"	"---"	"2.8330"	"1"
"001476"	"中银智能制造股票"	"0.7635"	"1.66%"	"---"	"---"	"---"	"0.7510"	"1"
"519022"	"国泰金泰灵活配置混合C"	"1.3006"	"1.66%"	"---"	"---"	"---"	"1.2794"	"0"
"519020"	"国泰金泰灵活配置混合A"	"1.2866"	"1.66%"	"---"	"---"	"---"	"1.2656"	"1"
"571002"	"诺德灵活配置混合"	"1.6332"	"1.65%"	"---"	"---"	"---"	"1.6067"	"1"
"000020"	"景顺长城品质投资混合"	"2.5423"	"1.65%"	"---"	"---"	"---"	"2.5010"	"1"
"710302"	"富安达增强收益债券C"	"1.1586"	"1.65%"	"---"	"---"	"---"	"1.1398"	"1"
"160212"	"国泰估值优势混合(LOF)"	"2.5017"	"1.65%"	"---"	"---"	"---"	"2.4610"	"1"
"001036"	"嘉实企业变革股票"	"1.1161"	"1.65%"	"---"	"---"	"---"	"1.0980"	"1"
"710301"	"富安达增强收益债券A"	"1.1943"	"1.65%"	"---"	"---"	"---"	"1.1750"	"1"
"002251"	"华夏军工安全混合"	"0.9199"	"1.65%"	"---"	"---"	"---"	"0.9050"	"1"
"000336"	"农银研究精选混合"	"1.3957"	"1.65%"	"---"	"---"	"---"	"1.3731"	"1"
"005461"	"南方希元转债"	"1.1835"	"1.65%"	"---"	"---"	"---"	"1.1643"	"1"
"610001"	"信达澳银领先增长混合"	"1.2847"	"1.64%"	"---"	"---"	"---"	"1.2640"	"1"
"519677"	"银河定投宝腾讯济安指数"	"1.5978"	"1.64%"	"---"	"---"	"---"	"1.5720"	"1"
"001822"	"华商智能生活灵活配置混合"	"1.0652"	"1.64%"	"---"	"---"	"---"	"1.0480"	"1"
"001319"	"农银信息传媒股票"	"0.8944"	"1.64%"	"---"	"---"	"---"	"0.8800"	"1"
"519993"	"长信增利动态策略混合"	"1.0162"	"1.64%"	"---"	"---"	"---"	"0.9998"	"1"
"001404"	"招商移动互联网产业股票基金"	"0.8924"	"1.64%"	"---"	"---"	"---"	"0.8780"	"1"
"580002"	"东吴双动力混合"	"0.7610"	"1.63%"	"---"	"---"	"---"	"0.7488"	"1"
"519697"	"交银优势行业混合"	"4.0196"	"1.63%"	"---"	"---"	"---"	"3.9550"	"1"
"000717"	"融通转型三动力灵活配置混合"	"2.0611"	"1.63%"	"---"	"---"	"---"	"2.0280"	"1"
"020003"	"国泰金龙行业混合"	"0.5976"	"1.63%"	"---"	"---"	"---"	"0.5880"	"1"
"002190"	"农银新能源主题"	"0.9965"	"1.63%"	"---"	"---"	"---"	"0.9805"	"1"
"002580"	"泰信鑫选灵活配置混合C"	"1.0498"	"1.63%"	"---"	"---"	"---"	"1.0330"	"0"
"005400"	"万家潜力价值灵活配置混合A"	"1.3798"	"1.63%"	"---"	"---"	"---"	"1.3577"	"1"
"005401"	"万家潜力价值灵活配置混合C"	"1.3633"	"1.63%"	"---"	"---"	"---"	"1.3415"	"1"
"090012"	"大成深证成长40ETF联接"	"0.9777"	"1.63%"	"---"	"---"	"---"	"0.9620"	"1"
"002168"	"嘉实智能汽车股票"	"1.7611"	"1.62%"	"---"	"---"	"---"	"1.7330"	"1"
"002863"	"金信深圳成长混合发起式"	"1.2408"	"1.62%"	"---"	"---"	"---"	"1.2210"	"1"
"161913"	"万家社会责任18个月定开C"	"1.2656"	"1.62%"	"---"	"---"	"---"	"1.2454"	"0"
"161912"	"万家社会责任18个月定开A"	"1.2702"	"1.62%"	"---"	"---"	"---"	"1.2499"	"0"
"168401"	"红土创新转型精选灵(LOF)"	"1.3468"	"1.62%"	"---"	"---"	"---"	"1.3253"	"1"
"730001"	"方正富邦创新动力混合A"	"1.2658"	"1.61%"	"---"	"---"	"---"	"1.2458"	"1"
"450007"	"国富成长动力混合"	"1.5488"	"1.61%"	"---"	"---"	"---"	"1.5243"	"1"
"519712"	"交银阿尔法核心混合"	"2.5790"	"1.61%"	"---"	"---"	"---"	"2.5380"	"1"
"001125"	"博时互联网主题灵活配置混合"	"0.8556"	"1.61%"	"---"	"---"	"---"	"0.8420"	"1"
"001227"	"中邮信息产业灵活配置混合"	"0.7682"	"1.61%"	"---"	"---"	"---"	"0.7560"	"1"
"002064"	"华富产业升级灵活配置混合"	"1.1848"	"1.61%"	"---"	"---"	"---"	"1.1660"	"1"
"001521"	"国寿安保成长优选股票"	"1.2031"	"1.61%"	"---"	"---"	"---"	"1.1840"	"1"
"004616"	"中欧电子信息产业沪港深股票A"	"1.5103"	"1.61%"	"---"	"---"	"---"	"1.4864"	"1"
"004044"	"金鹰转型动力混合"	"0.9120"	"1.61%"	"---"	"---"	"---"	"0.8975"	"1"
"006992"	"嘉合锦创优势精选混合"	"1.1060"	"1.61%"	"---"	"---"	"---"	"1.0885"	"1"
"005763"	"中欧电子信息产业沪港深股票C"	"1.5883"	"1.61%"	"---"	"---"	"---"	"1.5632"	"1"
"000166"	"中海信息产业精选混合"	"1.3843"	"1.60%"	"---"	"---"	"---"	"1.3625"	"1"
"000536"	"前海开源可转债债券"	"0.8504"	"1.60%"	"---"	"---"	"---"	"0.8370"	"1"
"002663"	"前海开源沪港深大消费混合C"	"1.1714"	"1.60%"	"---"	"---"	"---"	"1.1530"	"1"
"161232"	"国投瑞银瑞盛混合(LOF)"	"0.7783"	"1.60%"	"---"	"---"	"---"	"0.7660"	"1"
"004698"	"博时军工主题股票"	"0.9743"	"1.60%"	"---"	"---"	"---"	"0.9590"	"1"
"005825"	"申万菱信智能驱动股票"	"1.5651"	"1.60%"	"---"	"---"	"---"	"1.5404"	"1"
"001060"	"前海开源高端装备制造混合"	"1.6203"	"1.59%"	"---"	"---"	"---"	"1.5950"	"1"
"370024"	"上投摩根核心优选混合"	"2.9532"	"1.59%"	"---"	"---"	"---"	"2.9070"	"1"
"001908"	"国投瑞银境煊灵活配置混合C"	"1.5118"	"1.59%"	"---"	"---"	"---"	"1.4882"	"1"
"001907"	"国投瑞银境煊灵活配置混合A"	"1.5599"	"1.59%"	"---"	"---"	"---"	"1.5355"	"1"
"163411"	"兴全精选混合"	"2.1578"	"1.58%"	"---"	"---"	"---"	"2.1242"	"1"
"161720"	"招商中证全指证券公司指数分级"	"1.0625"	"1.58%"	"---"	"---"	"---"	"1.0460"	"0"
"161027"	"富国中证全指证券公司指数分级"	"0.9294"	"1.58%"	"---"	"---"	"---"	"0.9150"	"1"
"001569"	"泰信国策驱动灵活配置混合"	"0.7700"	"1.58%"	"---"	"---"	"---"	"0.7580"	"1"
"001830"	"融通跨界成长灵活配置混合"	"1.5836"	"1.58%"	"---"	"---"	"---"	"1.5590"	"1"
"502053"	"长盛中证证券公司分级"	"0.8441"	"1.58%"	"---"	"---"	"---"	"0.8310"	"1"
"502010"	"易方达证券公司分级"	"1.0378"	"1.58%"	"---"	"---"	"---"	"1.0217"	"1"
"162510"	"国联安双力中小板综指"	"0.8766"	"1.58%"	"---"	"---"	"---"	"0.8630"	"1"
"377240"	"上投摩根新兴动力混合A"	"3.2130"	"1.58%"	"---"	"---"	"---"	"3.1630"	"1"
"160633"	"鹏华证券分级"	"0.9528"	"1.58%"	"---"	"---"	"---"	"0.9380"	"1"
"002662"	"前海开源沪港深大消费混合A"	"1.1773"	"1.58%"	"---"	"---"	"---"	"1.1590"	"1"
"001719"	"工银国家战略股票"	"1.2850"	"1.58%"	"---"	"---"	"---"	"1.2650"	"1"
"004070"	"南方中证全指证券ETF联接C"	"0.9658"	"1.58%"	"---"	"---"	"---"	"0.9508"	"1"
"161629"	"融通证券分级"	"0.9426"	"1.58%"	"---"	"---"	"---"	"0.9280"	"1"
"160419"	"华安中证全指证券公司指数分级"	"0.9650"	"1.58%"	"---"	"---"	"---"	"0.9500"	"0"
"004069"	"南方中证全指证券ETF联接A"	"0.9768"	"1.58%"	"---"	"---"	"---"	"0.9616"	"1"
"501048"	"汇添富中证全指证券公司指数C"	"0.9901"	"1.58%"	"---"	"---"	"---"	"0.9747"	"1"
"501047"	"汇添富中证全指证券公司指数A"	"0.9840"	"1.58%"	"---"	"---"	"---"	"0.9687"	"1"
"006098"	"华宝券商ETF联接A"	"1.3297"	"1.58%"	"---"	"---"	"---"	"1.3091"	"1"
"007531"	"华宝券商ETF联接C"	"1.3273"	"1.58%"	"---"	"---"	"---"	"1.3067"	"1"
"000803"	"工银研究精选股票"	"1.6465"	"1.57%"	"---"	"---"	"---"	"1.6210"	"1"
"200001"	"长城久恒灵活配置混合"	"1.5299"	"1.57%"	"---"	"---"	"---"	"1.5062"	"1"
"502000"	"西部利得中证500等权重分级"	"0.9808"	"1.57%"	"---"	"---"	"---"	"0.9657"	"1"
"001224"	"中邮新思路灵活配置混合"	"1.7714"	"1.57%"	"---"	"---"	"---"	"1.7440"	"1"
"001513"	"易方达信息产业混合"	"1.7125"	"1.57%"	"---"	"---"	"---"	"1.6860"	"1"
"000991"	"工银战略转型股票"	"1.4443"	"1.57%"	"---"	"---"	"---"	"1.4220"	"1"
"005001"	"交银持续成长主题混合"	"1.3766"	"1.57%"	"---"	"---"	"---"	"1.3553"	"1"
"007484"	"信达澳银核心科技混合"	"1.1738"	"1.57%"	"---"	"---"	"---"	"1.1557"	"1"
"161609"	"融通动力先锋混合"	"1.5417"	"1.56%"	"---"	"---"	"---"	"1.5180"	"1"
"481015"	"工银主题策略混合"	"2.0535"	"1.56%"	"---"	"---"	"---"	"2.0220"	"1"
"519778"	"交银经济新动力混合"	"1.9889"	"1.56%"	"---"	"---"	"---"	"1.9584"	"1"
"163113"	"申万菱信申万证券分级"	"0.9151"	"1.56%"	"---"	"---"	"---"	"0.9011"	"1"
"001659"	"富安达新动力混合"	"1.4578"	"1.56%"	"---"	"---"	"---"	"1.4354"	"1"
"501016"	"国泰中证申万证券行业指数"	"1.0386"	"1.56%"	"---"	"---"	"---"	"1.0227"	"1"
"005775"	"中加转型动力混合A"	"1.3226"	"1.56%"	"---"	"---"	"---"	"1.3023"	"1"
"002823"	"招商盛达混合A"	"1.2410"	"1.56%"	"---"	"---"	"---"	"1.2220"	"1"
"519034"	"海富通中证内地低碳指数"	"1.3029"	"1.55%"	"---"	"---"	"---"	"1.2830"	"1"
"519097"	"新华中小市值优选混合"	"1.7995"	"1.55%"	"---"	"---"	"---"	"1.7720"	"1"
"163818"	"中银中小盘成长混合"	"1.5110"	"1.55%"	"---"	"---"	"---"	"1.4880"	"1"
"610004"	"信达澳银中小盘混合"	"1.7335"	"1.55%"	"---"	"---"	"---"	"1.7070"	"1"
"161605"	"融通蓝筹成长混合"	"1.3557"	"1.55%"	"---"	"---"	"---"	"1.3350"	"1"
"161031"	"富国中证工业4.0指数分级"	"1.4532"	"1.55%"	"---"	"---"	"---"	"1.4310"	"1"
"519688"	"交银精选混合"	"0.8052"	"1.55%"	"---"	"---"	"---"	"0.7929"	"1"
"002824"	"招商盛达混合C"	"1.2206"	"1.55%"	"---"	"---"	"---"	"1.2020"	"1"
"005776"	"中加转型动力混合C"	"1.3046"	"1.55%"	"---"	"---"	"---"	"1.2846"	"1"
"006533"	"易方达科融混合"	"1.1995"	"1.55%"	"---"	"---"	"---"	"1.1812"	"0"
"006269"	"永赢智能领先混合C"	"1.2399"	"1.55%"	"---"	"---"	"---"	"1.2210"	"1"
"007046"	"方正富邦创新动力混合C"	"1.2353"	"1.55%"	"---"	"---"	"---"	"1.2165"	"1"
"006266"	"永赢智能领先混合A"	"1.2432"	"1.55%"	"---"	"---"	"---"	"1.2242"	"1"
"007163"	"浦银安盛环保新能源A"	"1.0615"	"1.55%"	"---"	"---"	"---"	"1.0453"	"1"
"007164"	"浦银安盛环保新能源C"	"1.0573"	"1.55%"	"---"	"---"	"---"	"1.0412"	"1"
"007349"	"华夏科技创新混合A"	"1.2953"	"1.55%"	"---"	"---"	"---"	"1.2756"	"0"
"002555"	"博时沪港深优质企业基金C"	"1.1292"	"1.54%"	"---"	"---"	"---"	"1.1120"	"1"
"161810"	"银华内需精选混合(LOF)"	"2.1688"	"1.54%"	"---"	"---"	"---"	"2.1360"	"1"
"160505"	"博时主题行业混合(LOF)"	"1.5515"	"1.54%"	"---"	"---"	"---"	"1.5280"	"1"
"004677"	"博时战略新兴产业混合"	"1.3718"	"1.54%"	"---"	"---"	"---"	"1.3510"	"1"
"161611"	"融通内需驱动混合"	"1.2773"	"1.54%"	"---"	"---"	"---"	"1.2580"	"1"
"005572"	"中银证券新能源混合C"	"1.0863"	"1.54%"	"---"	"---"	"---"	"1.0698"	"1"
"005571"	"中银证券新能源混合A"	"1.0912"	"1.54%"	"---"	"---"	"---"	"1.0746"	"1"
"007120"	"睿远成长价值混合C"	"1.1931"	"1.54%"	"---"	"---"	"---"	"1.1751"	"0"
"007130"	"中庚小盘价值股票"	"0.9923"	"1.54%"	"---"	"---"	"---"	"0.9773"	"1"
"257010"	"国联安小盘精选混合"	"1.0417"	"1.53%"	"---"	"---"	"---"	"1.0260"	"1"
"519736"	"交银新成长混合"	"2.6378"	"1.53%"	"---"	"---"	"---"	"2.5980"	"1"
"080012"	"长盛电子信息产业混合"	"1.6214"	"1.53%"	"---"	"---"	"---"	"1.5970"	"1"
"001071"	"华安媒体互联网混合"	"1.9392"	"1.53%"	"---"	"---"	"---"	"1.9100"	"1"
"003069"	"光大保德信量化优选股票"	"0.9783"	"1.53%"	"---"	"---"	"---"	"0.9636"	"1"
"570001"	"诺德价值优势混合"	"1.3901"	"1.53%"	"---"	"---"	"---"	"1.3692"	"1"
"006209"	"中信保诚新蓝筹混合"	"1.2724"	"1.53%"	"---"	"---"	"---"	"1.2532"	"1"
"007119"	"睿远成长价值混合A"	"1.1966"	"1.53%"	"---"	"---"	"---"	"1.1785"	"0"
"007346"	"易方达科技创新混合"	"1.2645"	"1.53%"	"---"	"---"	"---"	"1.2454"	"0"
"001009"	"上投摩根安全战略股票"	"1.2436"	"1.52%"	"---"	"---"	"---"	"1.2250"	"1"
"080015"	"长盛中小盘精选混合"	"0.7309"	"1.52%"	"---"	"---"	"---"	"0.7200"	"1"
"519193"	"万家消费成长"	"1.7173"	"1.52%"	"---"	"---"	"---"	"1.6915"	"1"
"121002"	"国投瑞银景气行业混合"	"1.3427"	"1.52%"	"---"	"---"	"---"	"1.3226"	"1"
"005927"	"创金合信新能源汽车股票A"	"1.0906"	"1.52%"	"---"	"---"	"---"	"1.0743"	"1"
"005928"	"创金合信新能源汽车股票C"	"1.0774"	"1.52%"	"---"	"---"	"---"	"1.0613"	"1"
"005894"	"华夏优势精选股票"	"1.3226"	"1.52%"	"---"	"---"	"---"	"1.3028"	"1"
"007685"	"华商电子行业量化股票"	"1.0907"	"1.52%"	"---"	"---"	"---"	"1.0744"	"1"
"000757"	"华富智慧城市灵活配置混合"	"0.9085"	"1.51%"	"---"	"---"	"---"	"0.8950"	"1"
"001215"	"博时沪港深优质企业基金A"	"1.1034"	"1.51%"	"---"	"---"	"---"	"1.0870"	"1"
"001709"	"华富物联世界灵活配置混合"	"1.1207"	"1.51%"	"---"	"---"	"---"	"1.1040"	"1"
"161718"	"招商沪深300高贝塔指数分级"	"0.9866"	"1.51%"	"---"	"---"	"---"	"0.9719"	"0"
"519727"	"交银成长30混合"	"1.6506"	"1.51%"	"---"	"---"	"---"	"1.6260"	"1"
"003886"	"汇安丰利混合A"	"0.9944"	"1.51%"	"---"	"---"	"---"	"0.9796"	"1"
"001471"	"融通新能源灵活配置混合"	"1.3125"	"1.51%"	"---"	"---"	"---"	"1.2930"	"1"
"002289"	"华商改革创新股票"	"1.3139"	"1.51%"	"---"	"---"	"---"	"1.2944"	"1"
"006138"	"国联安价值优选股票"	"1.3002"	"1.51%"	"---"	"---"	"---"	"1.2808"	"1"
"003887"	"汇安丰利混合C"	"0.9770"	"1.51%"	"---"	"---"	"---"	"0.9625"	"1"
"164907"	"交银中证互联网金融指数分级"	"0.8749"	"1.50%"	"---"	"---"	"---"	"0.8620"	"0"
"001156"	"申万菱信新能源汽车混合"	"1.0698"	"1.50%"	"---"	"---"	"---"	"1.0540"	"1"
"001616"	"嘉实环保低碳股票"	"1.5236"	"1.50%"	"---"	"---"	"---"	"1.5010"	"1"
"502036"	"大成中证互联网金融指数分级"	"0.8962"	"1.50%"	"---"	"---"	"---"	"0.8829"	"0"
"519195"	"万家品质"	"1.2611"	"1.50%"	"---"	"---"	"---"	"1.2424"	"1"
"470009"	"汇添富民营活力混合A"	"3.4216"	"1.50%"	"---"	"---"	"---"	"3.3710"	"1"
"005396"	"中金丰硕混合"	"1.0381"	"1.50%"	"---"	"---"	"---"	"1.0228"	"1"
"070001"	"嘉实成长收益混合A"	"1.1895"	"1.49%"	"---"	"---"	"---"	"1.1720"	"1"
"519183"	"万家双引擎灵活配置混合"	"1.5639"	"1.49%"	"---"	"---"	"---"	"1.5410"	"1"
"000390"	"华商优势行业混合"	"1.3376"	"1.49%"	"---"	"---"	"---"	"1.3180"	"1"
"003054"	"嘉实文体娱乐股票C"	"1.2879"	"1.49%"	"---"	"---"	"---"	"1.2690"	"1"
"002564"	"新沃通盈灵活配置混合"	"1.0819"	"1.49%"	"---"	"---"	"---"	"1.0660"	"1"
"003053"	"嘉实文体娱乐股票A"	"1.3052"	"1.49%"	"---"	"---"	"---"	"1.2860"	"1"
"004352"	"北信瑞丰研究精选"	"1.0650"	"1.49%"	"---"	"---"	"---"	"1.0494"	"1"
"001223"	"鹏华文化传媒娱乐股票"	"1.1295"	"1.49%"	"---"	"---"	"---"	"1.1130"	"1"
"004505"	"博时新兴消费主题混合"	"1.6380"	"1.49%"	"---"	"---"	"---"	"1.6140"	"1"
"005629"	"汇安趋势动力股票C"	"1.0660"	"1.49%"	"---"	"---"	"---"	"1.0504"	"1"
"005628"	"汇安趋势动力股票A"	"1.0777"	"1.49%"	"---"	"---"	"---"	"1.0619"	"1"
"001983"	"中邮低碳配置混合"	"0.7936"	"1.48%"	"---"	"---"	"---"	"0.7820"	"1"
"004235"	"中欧价值智选混合C"	"2.1949"	"1.48%"	"---"	"---"	"---"	"2.1630"	"0"
"002367"	"国联安安稳混合"	"1.0564"	"1.48%"	"---"	"---"	"---"	"1.0409"	"1"
"002983"	"长信国防军工量化混合"	"0.7777"	"1.48%"	"---"	"---"	"---"	"0.7664"	"1"
"210009"	"金鹰核心资源混合"	"0.9661"	"1.48%"	"---"	"---"	"---"	"0.9520"	"1"
"005668"	"融通新能源汽车主题精选混合"	"1.2490"	"1.48%"	"---"	"---"	"---"	"1.2308"	"1"
"006080"	"海富通电子传媒股票C"	"1.3979"	"1.48%"	"---"	"---"	"---"	"1.3776"	"1"
"007063"	"长盛研发回报混合"	"1.2473"	"1.48%"	"---"	"---"	"---"	"1.2291"	"1"
"690011"	"民生加银积极成长混合发起式"	"1.6956"	"1.47%"	"---"	"---"	"---"	"1.6710"	"1"
"519165"	"新华鑫利灵活配置混合"	"1.3637"	"1.47%"	"---"	"---"	"---"	"1.3440"	"1"
"166019"	"中欧价值智选混合A"	"2.2681"	"1.47%"	"---"	"---"	"---"	"2.2351"	"1"
"001887"	"中欧价值智选混合E"	"2.5032"	"1.47%"	"---"	"---"	"---"	"2.4668"	"0"
"000031"	"华夏复兴混合"	"2.0477"	"1.47%"	"---"	"---"	"---"	"2.0180"	"1"
"160640"	"鹏华新能源分级"	"1.1101"	"1.47%"	"---"	"---"	"---"	"1.0940"	"1"
"164821"	"工银中证新能源指数分级"	"0.8276"	"1.47%"	"---"	"---"	"---"	"0.8156"	"1"
"002191"	"农银物联网混合"	"1.3006"	"1.47%"	"---"	"---"	"---"	"1.2817"	"1"
"002407"	"前海开源恒远灵活配置混合"	"1.6204"	"1.47%"	"---"	"---"	"---"	"1.5969"	"1"
"001028"	"华安物联网主题股票"	"0.8666"	"1.47%"	"---"	"---"	"---"	"0.8540"	"1"
"001039"	"嘉实先进制造股票"	"1.0147"	"1.47%"	"---"	"---"	"---"	"1.0000"	"1"
"006081"	"海富通电子传媒股票A"	"1.4218"	"1.47%"	"---"	"---"	"---"	"1.4011"	"1"
"007460"	"华安成长创新混合"	"1.2608"	"1.47%"	"---"	"---"	"---"	"1.2426"	"1"
"163804"	"中银收益混合A"	"1.5164"	"1.46%"	"---"	"---"	"---"	"1.4945"	"1"
"161612"	"融通深证成份指数A"	"0.8969"	"1.46%"	"---"	"---"	"---"	"0.8840"	"1"
"160420"	"华安创业板50指数分级"	"1.1840"	"1.46%"	"---"	"---"	"---"	"1.1669"	"0"
"202017"	"南方深证成份ETF联接A"	"0.8582"	"1.46%"	"---"	"---"	"---"	"0.8458"	"1"
"160422"	"华安创业板50ETF联接A"	"1.2620"	"1.46%"	"---"	"---"	"---"	"1.2438"	"1"
"000431"	"鹏华品牌传承混合"	"1.7249"	"1.46%"	"---"	"---"	"---"	"1.7000"	"1"
"163109"	"申万菱信深证成指分级"	"0.5546"	"1.46%"	"---"	"---"	"---"	"0.5466"	"1"
